DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
02/03/2015,0:25,BROOKLYN,11203,40.6595266,-73.9370335,"(40.6595266, -73.9370335)",TROY AVENUE,FENIMORE STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,3163115,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
02/03/2015,9:40,BROOKLYN,11230,40.6202979,-73.9614138,"(40.6202979, -73.9614138)",AVENUE L,EAST 14 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163102,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/03/2015,6:30,QUEENS,11433,40.6991603,-73.7995413,"(40.6991603, -73.7995413)",157 STREET,LIBERTY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163286,PASSENGER VEHICLE,UNKNOWN,,,
02/03/2015,9:40,QUEENS,11435,40.7036749,-73.8139508,"(40.7036749, -73.8139508)",139 STREET,88 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3163292,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/03/2015,0:15,MANHATTAN,10016,40.7440655,-73.987748,"(40.7440655, -73.987748)",5 AVENUE,WEST 27 STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3162800,TAXI,LIVERY VEHICLE,,,
02/03/2015,0:15,BROOKLYN,11238,40.6804635,-73.9613466,"(40.6804635, -73.9613466)",ATLANTIC AVENUE,GRAND AVENUE,,0,0,0,0,0,0,0,0,Outside Car Distraction,Outside Car Distraction,,,,3163181,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/03/2015,0:15,BROOKLYN,11206,40.7019114,-73.936979,"(40.7019114, -73.936979)",BUSHWICK AVENUE,FLUSHING AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163943,TAXI,LIVERY VEHICLE,,,
02/03/2015,6:20,BROOKLYN,11218,40.6438943,-73.9687187,"(40.6438943, -73.9687187)",BEVERLEY ROAD,STRATFORD ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163095,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,6:30,,,,,,EAST NEW YORK AVENUE,UTICA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163855,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,6:30,,,,,,LIBERTY AVENUE,108 STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,3163380,VAN,PASSENGER VEHICLE,,,
02/03/2015,6:40,,,40.6661904,-73.7917519,"(40.6661904, -73.7917519)",,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3163359,PASSENGER VEHICLE,,,,
02/03/2015,6:43,BROOKLYN,11212,40.6541618,-73.9135226,"(40.6541618, -73.9135226)",LINDEN BOULEVARD,AVENUE A,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163059,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,6:45,BROOKLYN,11238,40.6817692,-73.9675328,"(40.6817692, -73.9675328)",ATLANTIC AVENUE,VANDERBILT AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3163225,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,9:45,MANHATTAN,10025,40.7954563,-73.9656282,"(40.7954563, -73.9656282)",COLUMBUS AVENUE,WEST 100 STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3162854,BUS,VAN,,,
02/03/2015,9:45,,,,,,HOWARD AVENUE,PITKIN AVENUE,,1,0,0,0,0,0,1,0,Pavement Slippery,Unspecified,Unspecified,,,3163137,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
02/03/2015,9:46,MANHATTAN,10021,40.7678026,-73.9559998,"(40.7678026, -73.9559998)",EAST 72 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3162832,PASSENGER VEHICLE,TAXI,,,
02/03/2015,9:49,MANHATTAN,10040,40.8602419,-73.9284202,"(40.8602419, -73.9284202)",ELLWOOD STREET,NAGLE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3162884,UNKNOWN,UNKNOWN,,,
02/03/2015,9:50,QUEENS,11421,40.6936625,-73.8521639,"(40.6936625, -73.8521639)",WOODHAVEN BOULEVARD,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163272,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,9:50,,,,,,NORTH CONDUIT AVENUE,CROSS BAY BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3163387,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,4:00,QUEENS,11418,40.6945315,-73.8258766,"(40.6945315, -73.8258766)",ATLANTIC AVENUE,121 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163268,UNKNOWN,PASSENGER VEHICLE,,,
02/03/2015,3:15,,,40.8259384,-73.8591203,"(40.8259384, -73.8591203)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3162905,PICK-UP TRUCK,PASSENGER VEHICLE,,,
02/03/2015,2:41,BROOKLYN,11215,40.6698464,-73.9824301,"(40.6698464, -73.9824301)",6 STREET,6 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3163187,SPORT UTILITY / STATION WAGON,,,,
02/03/2015,2:40,MANHATTAN,10018,40.7522807,-73.9896919,"(40.7522807, -73.9896919)",WEST 36 STREET,7 AVENUE,,0,0,0,0,0,0,0,0,Illness,Unspecified,,,,3163582,SMALL COM VEH(4 TIRES),VAN,,,
02/03/2015,2:35,BROOKLYN,11203,40.6541615,-73.9248211,"(40.6541615, -73.9248211)",LINDEN BOULEVARD,EAST 56 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3163062,PASSENGER VEHICLE,,,,
02/03/2015,2:30,BROOKLYN,11221,40.6885651,-73.9301802,"(40.6885651, -73.9301802)",REID AVENUE,GATES AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3163211,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
02/03/2015,2:15,BROOKLYN,11249,40.7031226,-73.9644243,"(40.7031226, -73.9644243)",WHYTE AVENUE,ROSS STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3163235,PICK-UP TRUCK,PASSENGER VEHICLE,,,
02/03/2015,2:05,BROOKLYN,11225,40.6625349,-73.9479124,"(40.6625349, -73.9479124)",LEFFERTS AVENUE,NEW YORK AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3163114,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/03/2015,9:25,BROOKLYN,11220,40.6481525,-74.0108218,"(40.6481525, -74.0108218)",47 STREET,4 AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3163123,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
02/03/2015,9:25,BROOKLYN,11220,40.6460174,-74.0057837,"(40.6460174, -74.0057837)",46 STREET,6 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163125,VAN,BUS,,,
02/03/2015,9:25,BROOKLYN,11213,40.6685062,-73.9256052,"(40.6685062, -73.9256052)",EASTERN PARKWAY,BUFFALO AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Fatigued/Drowsy,Pavement Slippery,,,3163182,PASSENGER VEHICLE,TAXI,FIRE TRUCK,,
02/03/2015,9:20,QUEENS,11367,40.7158041,-73.8244755,"(40.7158041, -73.8244755)",134 STREET,UNION TURNPIKE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3164062,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,9:20,QUEENS,11367,40.7158041,-73.8244755,"(40.7158041, -73.8244755)",134 STREET,UNION TURNPIKE,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Pavement Slippery,,,3164061,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
02/03/2015,9:20,MANHATTAN,10027,40.8206258,-73.9584145,"(40.8206258, -73.9584145)",WEST 134 STREET,RIVERSIDE DRIVE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3162872,PASSENGER VEHICLE,UNKNOWN,,,
02/03/2015,9:18,QUEENS,11361,40.7629894,-73.7672755,"(40.7629894, -73.7672755)",42 AVENUE,215 PLACE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3163455,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/03/2015,9:15,QUEENS,11367,40.7176783,-73.8171259,"(40.7176783, -73.8171259)",MAIN STREET,UNION TURNPIKE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3164057,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,,,
02/03/2015,9:15,MANHATTAN,10023,40.7804905,-73.9839788,"(40.7804905, -73.9839788)",WEST 73 STREET,WEST END AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3162849,TAXI,PICK-UP TRUCK,,,
02/03/2015,9:15,BROOKLYN,11223,40.6044438,-73.9700229,"(40.6044438, -73.9700229)",EAST 3 STREET,KINGS HIGHWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3162982,SPORT UTILITY / STATION WAGON,VAN,,,
02/03/2015,9:15,BROOKLYN,11219,40.6334868,-73.9865469,"(40.6334868, -73.9865469)",15 AVENUE,47 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163043,BUS,SPORT UTILITY / STATION WAGON,,,
02/03/2015,9:15,BRONX,10474,40.8153626,-73.8866984,"(40.8153626, -73.8866984)",HUNTS POINT AVENUE,FAILE STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163665,SMALL COM VEH(4 TIRES),UNKNOWN,,,
02/03/2015,9:14,QUEENS,11691,40.5944587,-73.7694328,"(40.5944587, -73.7694328)",BEACH 37 STREET,EDGEMERE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163259,SPORT UTILITY / STATION WAGON,,,,
02/03/2015,9:13,BROOKLYN,11225,40.6631828,-73.9624487,"(40.6631828, -73.9624487)",FLATBUSH AVENUE,EMPIRE BOULEVARD,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3163193,PASSENGER VEHICLE,UNKNOWN,,,
02/03/2015,9:12,BROOKLYN,11238,40.671645,-73.9625737,"(40.671645, -73.9625737)",EASTERN PARKWAY,WASHINGTON AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Other Vehicular,,,,3163914,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,9:11,QUEENS,11368,40.7457293,-73.8621209,"(40.7457293, -73.8621209)",46 AVENUE,102 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3163445,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,PASSENGER VEHICLE,,
02/03/2015,9:10,BROOKLYN,11235,40.5832701,-73.9600492,"(40.5832701, -73.9600492)",CONEY ISLAND AVENUE,GUIDER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3162981,PASSENGER VEHICLE,OTHER,,,
02/03/2015,9:10,BROOKLYN,11229,40.5969206,-73.9541103,"(40.5969206, -73.9541103)",EAST 17 STREET,AVENUE V,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3162976,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/03/2015,9:10,BROOKLYN,11220,40.6339615,-74.0147538,"(40.6339615, -74.0147538)",65 STREET,7 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3163081,PASSENGER VEHICLE,UNKNOWN,,,
02/03/2015,9:10,BROOKLYN,11207,40.6606564,-73.8857861,"(40.6606564, -73.8857861)",LINDEN BOULEVARD,VAN SICLEN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163160,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,9:08,BROOKLYN,11230,40.6226888,-73.9618663,"(40.6226888, -73.9618663)",EAST 14 STREET,AVENUE K,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163101,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/03/2015,9:05,BROOKLYN,11210,40.6343541,-73.9420113,"(40.6343541, -73.9420113)",BROOKLYN AVENUE,GLENWOOD ROAD,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3163810,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/03/2015,9:05,,,40.7506916,-73.7509617,"(40.7506916, -73.7509617)",,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3163453,VAN,UNKNOWN,,,
02/03/2015,9:05,,,40.6830971,-73.8057517,"(40.6830971, -73.8057517)",,,,0,0,0,0,0,0,0,0,,,,,,3163477,OTHER,PASSENGER VEHICLE,,,
02/03/2015,9:05,BROOKLYN,11237,40.7051908,-73.9147693,"(40.7051908, -73.9147693)",CYPRESS AVENUE,HIMROD STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163944,FIRE TRUCK,SPORT UTILITY / STATION WAGON,,,
02/03/2015,9:05,BROOKLYN,11236,40.6319342,-73.9131984,"(40.6319342, -73.9131984)",PAERDEGAT 1 STREET,PAERDEGAT AVENUE NORTH,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3163091,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/03/2015,9:05,BROOKLYN,11229,40.5969206,-73.9541103,"(40.5969206, -73.9541103)",EAST 17 STREET,AVENUE V,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3162977,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/03/2015,9:05,BROOKLYN,11222,40.7221824,-73.9387276,"(40.7221824, -73.9387276)",LOMBARDY STREET,MORGAN AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3163244,TAXI,TAXI,,,
02/03/2015,9:05,BROOKLYN,11207,40.6576643,-73.8970434,"(40.6576643, -73.8970434)",HINSDALE STREET,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3163161,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/03/2015,9:02,BROOKLYN,11230,40.6253889,-73.9595016,"(40.6253889, -73.9595016)",EAST 17 STREET,AVENUE J,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163096,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,9:00,,,40.7434286,-73.7754626,"(40.7434286, -73.7754626)",,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3163454,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/03/2015,9:00,STATEN ISLAND,10306,40.5789726,-74.104268,"(40.5789726, -74.104268)",CLAWSON STREET,MIDLAND AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3163529,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/03/2015,9:00,QUEENS,11422,40.6574116,-73.7283872,"(40.6574116, -73.7283872)",FRANCIS LEWIS BOULEVARD,147 AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,3164029,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,9:00,QUEENS,11420,40.6782686,-73.8221912,"(40.6782686, -73.8221912)",LINDEN BOULEVARD,117 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3163389,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/03/2015,9:00,QUEENS,11373,40.739199,-73.86872,"(40.739199, -73.86872)",94 STREET,53 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3163446,PASSENGER VEHICLE,,,,
02/03/2015,9:00,QUEENS,11004,40.7457376,-73.7143817,"(40.7457376, -73.7143817)",UNION TURNPIKE,257 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,3163360,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
02/03/2015,9:00,MANHATTAN,10035,40.8027515,-73.933575,"(40.8027515, -73.933575)",EAST 125 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3163628,OTHER,PASSENGER VEHICLE,,,
02/03/2015,9:00,BROOKLYN,11239,40.6546865,-73.8777126,"(40.6546865, -73.8777126)",GATEWAY DRIVE,VANDALIA AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,Unspecified,,,3163165,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
02/03/2015,9:00,BROOKLYN,11213,40.6711685,-73.9253282,"(40.6711685, -73.9253282)",BUFFALO AVENUE,STERLING PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3163912,PASSENGER VEHICLE,UNKNOWN,,,
02/03/2015,9:00,BROOKLYN,11210,40.6389656,-73.9425045,"(40.6389656, -73.9425045)",BROOKLYN AVENUE,FOSTER AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,3163072,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/03/2015,10:20,BROOKLYN,11229,40.6032739,-73.9591369,"(40.6032739, -73.9591369)",EAST 13 STREET,AVENUE S,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3162983,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
02/03/2015,10:20,MANHATTAN,10014,40.7423751,-74.0087909,"(40.7423751, -74.0087909)",11 AVENUE,WEST 14 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3162794,SPORT UTILITY / STATION WAGON,BUS,,,
02/03/2015,10:20,MANHATTAN,10021,40.7701196,-73.9574027,"(40.7701196, -73.9574027)",EAST 74 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3162829,OTHER,OTHER,,,
02/03/2015,10:28,BROOKLYN,11203,40.6547986,-73.9394238,"(40.6547986, -73.9394238)",ALBANY AVENUE,LENOX ROAD,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3163066,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/03/2015,10:29,BROOKLYN,11210,40.6136195,-73.9530471,"(40.6136195, -73.9530471)",EAST 21 STREET,AVENUE O,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163106,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,10:30,BROOKLYN,11230,40.6322943,-73.966775,"(40.6322943, -73.966775)",FOSTER AVENUE,CONEY ISLAND AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163097,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,10:30,MANHATTAN,10018,40.7547072,-73.9916334,"(40.7547072, -73.9916334)",WEST 38 STREET,8 AVENUE,,0,0,0,0,0,0,0,0,Lost Consciousness,,,,,3162809,OTHER,,,,
02/03/2015,9:00,BROOKLYN,11210,40.6269858,-73.9449501,"(40.6269858, -73.9449501)",AVENUE J,EAST 32 STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3163016,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,10:30,,,,,,KISSENA BOULEVARD,HORACE HARDING EXPRESSWAY,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3164063,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/03/2015,10:30,,,40.7384947,-73.9027329,"(40.7384947, -73.9027329)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163418,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
02/03/2015,10:30,,,40.7572743,-73.7476447,"(40.7572743, -73.7476447)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3164129,SPORT UTILITY / STATION WAGON,VAN,,,
02/03/2015,10:30,QUEENS,11433,40.6979935,-73.7978607,"(40.6979935, -73.7978607)",157 STREET,SOUTH ROAD,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,,3164006,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
02/03/2015,10:35,QUEENS,11208,40.6831865,-73.8663028,"(40.6831865, -73.8663028)",ATLANTIC AVENUE,ELDERT LANE,,2,0,0,0,0,0,2,0,Fatigued/Drowsy,Unspecified,,,,3163271,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,10:40,BRONX,10461,40.8444894,-73.8462338,"(40.8444894, -73.8462338)",WILLIAMSBRIDGE ROAD,EASTCHESTER ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3162952,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,10:40,BROOKLYN,11234,40.6350071,-73.9315261,"(40.6350071, -73.9315261)",SCHENECTADY AVENUE,GLENWOOD ROAD,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3163013,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,10:40,MANHATTAN,10002,40.7190253,-73.9897692,"(40.7190253, -73.9897692)",DELANCEY STREET,ORCHARD STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3162784,LARGE COM VEH(6 OR MORE TIRES),LIVERY VEHICLE,,,
02/03/2015,10:45,BROOKLYN,11226,40.6513697,-73.9559072,"(40.6513697, -73.9559072)",BEDFORD AVENUE,MARTENSE STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163812,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/03/2015,10:45,BROOKLYN,11236,40.6376574,-73.8968689,"(40.6376574, -73.8968689)",EAST 95 STREET,AVENUE L,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3163089,PASSENGER VEHICLE,UNKNOWN,,,
02/03/2015,10:45,QUEENS,11413,40.6751341,-73.7375802,"(40.6751341, -73.7375802)",232 STREET,MERRICK BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163370,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,10:50,QUEENS,11378,40.7173803,-73.9076832,"(40.7173803, -73.9076832)",59 PLACE,59 DRIVE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163342,PASSENGER VEHICLE,VAN,,,
02/03/2015,10:50,,,,,,LINWOOD STREET,EGAN AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3163163,PASSENGER VEHICLE,UNKNOWN,,,
02/03/2015,10:52,,,,,,WEST 73 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3162848,TAXI,PASSENGER VEHICLE,,,
02/03/2015,10:53,BROOKLYN,11203,40.653267,-73.9392594,"(40.653267, -73.9392594)",ALBANY AVENUE,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163813,PASSENGER VEHICLE,UNKNOWN,,,
02/03/2015,10:55,QUEENS,11426,40.7281373,-73.7276011,"(40.7281373, -73.7276011)",89 AVENUE,240 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3164037,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,11:00,BRONX,10452,40.8416206,-73.9144716,"(40.8416206, -73.9144716)",EAST 172 STREET,WALTON AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3163692,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,11:00,BRONX,10454,40.7998519,-73.9114588,"(40.7998519, -73.9114588)",EAST 133 STREET,WALNUT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163661,OTHER,OTHER,,,
02/03/2015,11:00,BROOKLYN,11210,40.635836,-73.9534278,"(40.635836, -73.9534278)",FARRAGUT ROAD,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163105,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/03/2015,11:00,MANHATTAN,10016,40.7488862,-73.9758407,"(40.7488862, -73.9758407)",EAST 39 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Pavement Slippery,,,,3162816,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/03/2015,6:00,,,40.6186773,-74.024034,"(40.6186773, -74.024034)",,,,0,0,0,0,0,0,0,0,Pavement Defective,,,,,3163074,PASSENGER VEHICLE,,,,
02/03/2015,11:00,MANHATTAN,10017,40.7517478,-73.9708047,"(40.7517478, -73.9708047)",EAST 45 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3162817,VAN,VAN,,,
02/03/2015,11:00,QUEENS,11355,40.7537216,-73.8328215,"(40.7537216, -73.8328215)",MAPLE AVENUE,COLLEGE POINT BOULEVARD,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3164094,OTHER,PASSENGER VEHICLE,,,
02/03/2015,11:00,QUEENS,11435,40.6996358,-73.8031175,"(40.6996358, -73.8031175)",150 STREET,95 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3163284,OTHER,PASSENGER VEHICLE,,,
02/03/2015,11:00,,,,,,176 STREET,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3164009,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
02/03/2015,11:00,,,,,,NARROWS ROAD NORTH,CLOVE ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163501,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
