Payroll,Revenue,
13538,3011,"{Payroll:13538,Revenue:3011},"
20006,3010,"{Payroll:20006,Revenue:3010},"
14997,3008,"{Payroll:14997,Revenue:3008},"
16732,3003,"{Payroll:16732,Revenue:3003},"
16732,3003,"{Payroll:16732,Revenue:3003},"
16732,3003,"{Payroll:16732,Revenue:3003},"
12851,2999,"{Payroll:12851,Revenue:2999},"
31681,2989,"{Payroll:31681,Revenue:2989},"
31681,2989,"{Payroll:31681,Revenue:2989},"
65843,2977,"{Payroll:65843,Revenue:2977},"
9971,2974,"{Payroll:9971,Revenue:2974},"
25476,2964,"{Payroll:25476,Revenue:2964},"
16377,2959,"{Payroll:16377,Revenue:2959},"
16377,2959,"{Payroll:16377,Revenue:2959},"
36592,2955,"{Payroll:36592,Revenue:2955},"
36592,2955,"{Payroll:36592,Revenue:2955},"
20580,2950,"{Payroll:20580,Revenue:2950},"
48225,2948,"{Payroll:48225,Revenue:2948},"
48225,2948,"{Payroll:48225,Revenue:2948},"
48225,2948,"{Payroll:48225,Revenue:2948},"
48225,2948,"{Payroll:48225,Revenue:2948},"
54273,2945,"{Payroll:54273,Revenue:2945},"
14144,2944,"{Payroll:14144,Revenue:2944},"
15938,2944,"{Payroll:15938,Revenue:2944},"
15938,2944,"{Payroll:15938,Revenue:2944},"
22519,2942,"{Payroll:22519,Revenue:2942},"
22519,2942,"{Payroll:22519,Revenue:2942},"
20524,2940,"{Payroll:20524,Revenue:2940},"
20524,2940,"{Payroll:20524,Revenue:2940},"
20524,2940,"{Payroll:20524,Revenue:2940},"
20524,2940,"{Payroll:20524,Revenue:2940},"
9139,2938,"{Payroll:9139,Revenue:2938},"
25504,2936,"{Payroll:25504,Revenue:2936},"
25504,2936,"{Payroll:25504,Revenue:2936},"
14897,2934,"{Payroll:14897,Revenue:2934},"
23041,2933,"{Payroll:23041,Revenue:2933},"
23041,2933,"{Payroll:23041,Revenue:2933},"
23041,2933,"{Payroll:23041,Revenue:2933},"
23041,2933,"{Payroll:23041,Revenue:2933},"
20856,2926,"{Payroll:20856,Revenue:2926},"
8361,2924,"{Payroll:8361,Revenue:2924},"
8361,2924,"{Payroll:8361,Revenue:2924},"
18650,2923,"{Payroll:18650,Revenue:2923},"
18650,2923,"{Payroll:18650,Revenue:2923},"
16414,2922,"{Payroll:16414,Revenue:2922},"
6833,2919,"{Payroll:6833,Revenue:2919},"
6833,2919,"{Payroll:6833,Revenue:2919},"
12352,2917,"{Payroll:12352,Revenue:2917},"
22825,2917,"{Payroll:22825,Revenue:2917},"
8355,2910,"{Payroll:8355,Revenue:2910},"
21907,2910,"{Payroll:21907,Revenue:2910},"
32502,2906,"{Payroll:32502,Revenue:2906},"
32502,2906,"{Payroll:32502,Revenue:2906},"
32502,2906,"{Payroll:32502,Revenue:2906},"
32502,2906,"{Payroll:32502,Revenue:2906},"
32502,2906,"{Payroll:32502,Revenue:2906},"
32502,2906,"{Payroll:32502,Revenue:2906},"
23354,2905,"{Payroll:23354,Revenue:2905},"
23354,2905,"{Payroll:23354,Revenue:2905},"
40376,2904,"{Payroll:40376,Revenue:2904},"
40376,2904,"{Payroll:40376,Revenue:2904},"
10889,2901,"{Payroll:10889,Revenue:2901},"
10889,2901,"{Payroll:10889,Revenue:2901},"
10889,2901,"{Payroll:10889,Revenue:2901},"
49423,2900,"{Payroll:49423,Revenue:2900},"
20617,2899,"{Payroll:20617,Revenue:2899},"
20617,2899,"{Payroll:20617,Revenue:2899},"
20617,2899,"{Payroll:20617,Revenue:2899},"
39181,2899,"{Payroll:39181,Revenue:2899},"
24045,2898,"{Payroll:24045,Revenue:2898},"
15712,2896,"{Payroll:15712,Revenue:2896},"
15712,2896,"{Payroll:15712,Revenue:2896},"
25017,2894,"{Payroll:25017,Revenue:2894},"
25017,2894,"{Payroll:25017,Revenue:2894},"
36074,2894,"{Payroll:36074,Revenue:2894},"
36074,2894,"{Payroll:36074,Revenue:2894},"
6022,2886,"{Payroll:6022,Revenue:2886},"
6022,2886,"{Payroll:6022,Revenue:2886},"
16303,2884,"{Payroll:16303,Revenue:2884},"
9269,2874,"{Payroll:9269,Revenue:2874},"
9269,2874,"{Payroll:9269,Revenue:2874},"
36649,2866,"{Payroll:36649,Revenue:2866},"
13410,2865,"{Payroll:13410,Revenue:2865},"
13410,2865,"{Payroll:13410,Revenue:2865},"
9649,2861,"{Payroll:9649,Revenue:2861},"
9649,2861,"{Payroll:9649,Revenue:2861},"
24966,2861,"{Payroll:24966,Revenue:2861},"
24966,2861,"{Payroll:24966,Revenue:2861},"
20542,2859,"{Payroll:20542,Revenue:2859},"
20542,2859,"{Payroll:20542,Revenue:2859},"
22008,2849,"{Payroll:22008,Revenue:2849},"
22008,2849,"{Payroll:22008,Revenue:2849},"
15548,2848,"{Payroll:15548,Revenue:2848},"
37432,2847,"{Payroll:37432,Revenue:2847},"
10697,2837,"{Payroll:10697,Revenue:2837},"
17053,2836,"{Payroll:17053,Revenue:2836},"
17053,2836,"{Payroll:17053,Revenue:2836},"
14756,2830,"{Payroll:14756,Revenue:2830},"
17349,2828,"{Payroll:17349,Revenue:2828},"
26495,2819,"{Payroll:26495,Revenue:2819},"
28205,2813,"{Payroll:28205,Revenue:2813},"
28205,2813,"{Payroll:28205,Revenue:2813},"
27726,2801,"{Payroll:27726,Revenue:2801},"
7129,2798,"{Payroll:7129,Revenue:2798},"
20793,2790,"{Payroll:20793,Revenue:2790},"
11101,2789,"{Payroll:11101,Revenue:2789},"
12261,2789,"{Payroll:12261,Revenue:2789},"
12609,2784,"{Payroll:12609,Revenue:2784},"
12609,2784,"{Payroll:12609,Revenue:2784},"
9992,2779,"{Payroll:9992,Revenue:2779},"
9992,2779,"{Payroll:9992,Revenue:2779},"
115087,2768,"{Payroll:115087,Revenue:2768},"
38272,2752,"{Payroll:38272,Revenue:2752},"
11693,2745,"{Payroll:11693,Revenue:2745},"
12424,2729,"{Payroll:12424,Revenue:2729},"
19124,2729,"{Payroll:19124,Revenue:2729},"
19124,2729,"{Payroll:19124,Revenue:2729},"
38251,2725,"{Payroll:38251,Revenue:2725},"
30704,2719,"{Payroll:30704,Revenue:2719},"
86300,2718,"{Payroll:86300,Revenue:2718},"
30398,2713,"{Payroll:30398,Revenue:2713},"
30398,2713,"{Payroll:30398,Revenue:2713},"
9832,2710,"{Payroll:9832,Revenue:2710},"
15469,2710,"{Payroll:15469,Revenue:2710},"
15469,2710,"{Payroll:15469,Revenue:2710},"
51898,2676,"{Payroll:51898,Revenue:2676},"
9476,2671,"{Payroll:9476,Revenue:2671},"
17450,2658,"{Payroll:17450,Revenue:2658},"
17450,2658,"{Payroll:17450,Revenue:2658},"
5586,2655,"{Payroll:5586,Revenue:2655},"
5586,2655,"{Payroll:5586,Revenue:2655},"
5586,2655,"{Payroll:5586,Revenue:2655},"
5586,2655,"{Payroll:5586,Revenue:2655},"
45086,2655,"{Payroll:45086,Revenue:2655},"
45086,2655,"{Payroll:45086,Revenue:2655},"
10181,2654,"{Payroll:10181,Revenue:2654},"
10181,2654,"{Payroll:10181,Revenue:2654},"
9596,2653,"{Payroll:9596,Revenue:2653},"
4886,2645,"{Payroll:4886,Revenue:2645},"
48203,2640,"{Payroll:48203,Revenue:2640},"
48203,2640,"{Payroll:48203,Revenue:2640},"
48203,2640,"{Payroll:48203,Revenue:2640},"
48203,2640,"{Payroll:48203,Revenue:2640},"
9198,2635,"{Payroll:9198,Revenue:2635},"
18474,2633,"{Payroll:18474,Revenue:2633},"
44384,2631,"{Payroll:44384,Revenue:2631},"
8750,2628,"{Payroll:8750,Revenue:2628},"
8750,2628,"{Payroll:8750,Revenue:2628},"
9674,2613,"{Payroll:9674,Revenue:2613},"
11119,2604,"{Payroll:11119,Revenue:2604},"
19316,2601,"{Payroll:19316,Revenue:2601},"
50014,2601,"{Payroll:50014,Revenue:2601},"
6989,2599,"{Payroll:6989,Revenue:2599},"
28159,2599,"{Payroll:28159,Revenue:2599},"
28159,2599,"{Payroll:28159,Revenue:2599},"
28159,2599,"{Payroll:28159,Revenue:2599},"
28159,2599,"{Payroll:28159,Revenue:2599},"
28159,2599,"{Payroll:28159,Revenue:2599},"
28159,2599,"{Payroll:28159,Revenue:2599},"
23122,2597,"{Payroll:23122,Revenue:2597},"
10731,2592,"{Payroll:10731,Revenue:2592},"
7766,2591,"{Payroll:7766,Revenue:2591},"
9999,2588,"{Payroll:9999,Revenue:2588},"
9999,2588,"{Payroll:9999,Revenue:2588},"
14603,2588,"{Payroll:14603,Revenue:2588},"
15720,2584,"{Payroll:15720,Revenue:2584},"
15720,2584,"{Payroll:15720,Revenue:2584},"
15720,2584,"{Payroll:15720,Revenue:2584},"
15720,2584,"{Payroll:15720,Revenue:2584},"
6879,2580,"{Payroll:6879,Revenue:2580},"
8569,2569,"{Payroll:8569,Revenue:2569},"
8569,2569,"{Payroll:8569,Revenue:2569},"
12706,2567,"{Payroll:12706,Revenue:2567},"
24179,2567,"{Payroll:24179,Revenue:2567},"
24179,2567,"{Payroll:24179,Revenue:2567},"
24179,2567,"{Payroll:24179,Revenue:2567},"
22551,2566,"{Payroll:22551,Revenue:2566},"
25025,2565,"{Payroll:25025,Revenue:2565},"
25025,2565,"{Payroll:25025,Revenue:2565},"
19918,2558,"{Payroll:19918,Revenue:2558},"
19918,2558,"{Payroll:19918,Revenue:2558},"
13448,2552,"{Payroll:13448,Revenue:2552},"
13448,2552,"{Payroll:13448,Revenue:2552},"
13448,2552,"{Payroll:13448,Revenue:2552},"
13448,2552,"{Payroll:13448,Revenue:2552},"
23869,2549,"{Payroll:23869,Revenue:2549},"
23869,2549,"{Payroll:23869,Revenue:2549},"
14687,2548,"{Payroll:14687,Revenue:2548},"
14687,2548,"{Payroll:14687,Revenue:2548},"
17734,2533,"{Payroll:17734,Revenue:2533},"
17734,2533,"{Payroll:17734,Revenue:2533},"
16495,2531,"{Payroll:16495,Revenue:2531},"
10765,2523,"{Payroll:10765,Revenue:2523},"
10765,2523,"{Payroll:10765,Revenue:2523},"
21590,2520,"{Payroll:21590,Revenue:2520},"
21356,2518,"{Payroll:21356,Revenue:2518},"
21356,2518,"{Payroll:21356,Revenue:2518},"
21356,2518,"{Payroll:21356,Revenue:2518},"
21356,2518,"{Payroll:21356,Revenue:2518},"
17141,2500,"{Payroll:17141,Revenue:2500},"
17141,2500,"{Payroll:17141,Revenue:2500},"
82170,2495,"{Payroll:82170,Revenue:2495},"
7853,2490,"{Payroll:7853,Revenue:2490},"
12602,2485,"{Payroll:12602,Revenue:2485},"
12602,2485,"{Payroll:12602,Revenue:2485},"
16254,2484,"{Payroll:16254,Revenue:2484},"
16598,2483,"{Payroll:16598,Revenue:2483},"
16215,2481,"{Payroll:16215,Revenue:2481},"
16215,2481,"{Payroll:16215,Revenue:2481},"
8807,2477,"{Payroll:8807,Revenue:2477},"
9884,2472,"{Payroll:9884,Revenue:2472},"
10324,2469,"{Payroll:10324,Revenue:2469},"
13767,2463,"{Payroll:13767,Revenue:2463},"
15679,2459,"{Payroll:15679,Revenue:2459},"
10723,2454,"{Payroll:10723,Revenue:2454},"
10723,2454,"{Payroll:10723,Revenue:2454},"
11104,2442,"{Payroll:11104,Revenue:2442},"
11104,2442,"{Payroll:11104,Revenue:2442},"
11104,2442,"{Payroll:11104,Revenue:2442},"
11856,2432,"{Payroll:11856,Revenue:2432},"
11856,2432,"{Payroll:11856,Revenue:2432},"
11856,2432,"{Payroll:11856,Revenue:2432},"
7978,2429,"{Payroll:7978,Revenue:2429},"
21793,2429,"{Payroll:21793,Revenue:2429},"
13074,2426,"{Payroll:13074,Revenue:2426},"
13074,2426,"{Payroll:13074,Revenue:2426},"
13074,2426,"{Payroll:13074,Revenue:2426},"
13074,2426,"{Payroll:13074,Revenue:2426},"
22271,2425,"{Payroll:22271,Revenue:2425},"
22271,2425,"{Payroll:22271,Revenue:2425},"
133087,2423,"{Payroll:133087,Revenue:2423},"
133087,2423,"{Payroll:133087,Revenue:2423},"
23433,2417,"{Payroll:23433,Revenue:2417},"
23433,2417,"{Payroll:23433,Revenue:2417},"
7963,2412,"{Payroll:7963,Revenue:2412},"
10287,2411,"{Payroll:10287,Revenue:2411},"
10287,2411,"{Payroll:10287,Revenue:2411},"
12832,2402,"{Payroll:12832,Revenue:2402},"
12832,2402,"{Payroll:12832,Revenue:2402},"
15070,2400,"{Payroll:15070,Revenue:2400},"
6973,2390,"{Payroll:6973,Revenue:2390},"
5953,2384,"{Payroll:5953,Revenue:2384},"
20122,2381,"{Payroll:20122,Revenue:2381},"
20122,2381,"{Payroll:20122,Revenue:2381},"
6523,2379,"{Payroll:6523,Revenue:2379},"
6523,2379,"{Payroll:6523,Revenue:2379},"
6523,2379,"{Payroll:6523,Revenue:2379},"
3325,2376,"{Payroll:3325,Revenue:2376},"
3325,2376,"{Payroll:3325,Revenue:2376},"
9895,2374,"{Payroll:9895,Revenue:2374},"
100843,2370,"{Payroll:100843,Revenue:2370},"
100843,2370,"{Payroll:100843,Revenue:2370},"
16789,2367,"{Payroll:16789,Revenue:2367},"
16789,2367,"{Payroll:16789,Revenue:2367},"
16789,2367,"{Payroll:16789,Revenue:2367},"
16789,2367,"{Payroll:16789,Revenue:2367},"
9152,2364,"{Payroll:9152,Revenue:2364},"
9152,2364,"{Payroll:9152,Revenue:2364},"
104164,2361,"{Payroll:104164,Revenue:2361},"
11039,2360,"{Payroll:11039,Revenue:2360},"
11039,2360,"{Payroll:11039,Revenue:2360},"
12126,2346,"{Payroll:12126,Revenue:2346},"
11628,2333,"{Payroll:11628,Revenue:2333},"
11628,2333,"{Payroll:11628,Revenue:2333},"
11628,2333,"{Payroll:11628,Revenue:2333},"
115720,2329,"{Payroll:115720,Revenue:2329},"
6868,2325,"{Payroll:6868,Revenue:2325},"
6868,2325,"{Payroll:6868,Revenue:2325},"
12037,2313,"{Payroll:12037,Revenue:2313},"
8288,2312,"{Payroll:8288,Revenue:2312},"
12319,2310,"{Payroll:12319,Revenue:2310},"
9819,2308,"{Payroll:9819,Revenue:2308},"
8528,2307,"{Payroll:8528,Revenue:2307},"
8528,2307,"{Payroll:8528,Revenue:2307},"
110324,2307,"{Payroll:110324,Revenue:2307},"
3938,2292,"{Payroll:3938,Revenue:2292},"
6614,2290,"{Payroll:6614,Revenue:2290},"
10787,2263,"{Payroll:10787,Revenue:2263},"
10787,2263,"{Payroll:10787,Revenue:2263},"
10787,2263,"{Payroll:10787,Revenue:2263},"
14793,2259,"{Payroll:14793,Revenue:2259},"
33378,2256,"{Payroll:33378,Revenue:2256},"
33378,2256,"{Payroll:33378,Revenue:2256},"
33378,2256,"{Payroll:33378,Revenue:2256},"
33378,2256,"{Payroll:33378,Revenue:2256},"
7097,2251,"{Payroll:7097,Revenue:2251},"
7097,2251,"{Payroll:7097,Revenue:2251},"
16246,2250,"{Payroll:16246,Revenue:2250},"
16246,2250,"{Payroll:16246,Revenue:2250},"
7994,2248,"{Payroll:7994,Revenue:2248},"
7994,2248,"{Payroll:7994,Revenue:2248},"
8855,2247,"{Payroll:8855,Revenue:2247},"
34483,2247,"{Payroll:34483,Revenue:2247},"
9970,2246,"{Payroll:9970,Revenue:2246},"
9970,2246,"{Payroll:9970,Revenue:2246},"
30884,2246,"{Payroll:30884,Revenue:2246},"
30884,2246,"{Payroll:30884,Revenue:2246},"
30884,2246,"{Payroll:30884,Revenue:2246},"
30884,2246,"{Payroll:30884,Revenue:2246},"
11080,2245,"{Payroll:11080,Revenue:2245},"
12458,2245,"{Payroll:12458,Revenue:2245},"
12458,2245,"{Payroll:12458,Revenue:2245},"
24841,2231,"{Payroll:24841,Revenue:2231},"
24841,2231,"{Payroll:24841,Revenue:2231},"
10598,2226,"{Payroll:10598,Revenue:2226},"
10732,2226,"{Payroll:10732,Revenue:2226},"
8572,2218,"{Payroll:8572,Revenue:2218},"
8572,2218,"{Payroll:8572,Revenue:2218},"
24480,2207,"{Payroll:24480,Revenue:2207},"
24480,2207,"{Payroll:24480,Revenue:2207},"
24480,2207,"{Payroll:24480,Revenue:2207},"
24480,2207,"{Payroll:24480,Revenue:2207},"
21928,2201,"{Payroll:21928,Revenue:2201},"
9127,2200,"{Payroll:9127,Revenue:2200},"
9127,2200,"{Payroll:9127,Revenue:2200},"
19578,2196,"{Payroll:19578,Revenue:2196},"
19578,2196,"{Payroll:19578,Revenue:2196},"
14309,2194,"{Payroll:14309,Revenue:2194},"
17193,2192,"{Payroll:17193,Revenue:2192},"
17193,2192,"{Payroll:17193,Revenue:2192},"
10633,2185,"{Payroll:10633,Revenue:2185},"
24651,2182,"{Payroll:24651,Revenue:2182},"
8584,2180,"{Payroll:8584,Revenue:2180},"
8584,2180,"{Payroll:8584,Revenue:2180},"
4906,2167,"{Payroll:4906,Revenue:2167},"
4906,2167,"{Payroll:4906,Revenue:2167},"
15825,2160,"{Payroll:15825,Revenue:2160},"
15825,2160,"{Payroll:15825,Revenue:2160},"
8979,2151,"{Payroll:8979,Revenue:2151},"
30770,2151,"{Payroll:30770,Revenue:2151},"
75642,2147,"{Payroll:75642,Revenue:2147},"
75642,2147,"{Payroll:75642,Revenue:2147},"
4046,2145,"{Payroll:4046,Revenue:2145},"
14752,2145,"{Payroll:14752,Revenue:2145},"
14752,2145,"{Payroll:14752,Revenue:2145},"
14752,2145,"{Payroll:14752,Revenue:2145},"
14752,2145,"{Payroll:14752,Revenue:2145},"
9668,2142,"{Payroll:9668,Revenue:2142},"
6401,2137,"{Payroll:6401,Revenue:2137},"
6401,2137,"{Payroll:6401,Revenue:2137},"
54498,2131,"{Payroll:54498,Revenue:2131},"
7128,2130,"{Payroll:7128,Revenue:2130},"
7128,2130,"{Payroll:7128,Revenue:2130},"
8183,2130,"{Payroll:8183,Revenue:2130},"
8183,2130,"{Payroll:8183,Revenue:2130},"
9090,2124,"{Payroll:9090,Revenue:2124},"
9090,2124,"{Payroll:9090,Revenue:2124},"
9090,2124,"{Payroll:9090,Revenue:2124},"
9090,2124,"{Payroll:9090,Revenue:2124},"
13760,2122,"{Payroll:13760,Revenue:2122},"
22056,2116,"{Payroll:22056,Revenue:2116},"
22056,2116,"{Payroll:22056,Revenue:2116},"
22056,2116,"{Payroll:22056,Revenue:2116},"
22056,2116,"{Payroll:22056,Revenue:2116},"
12704,2107,"{Payroll:12704,Revenue:2107},"
12704,2107,"{Payroll:12704,Revenue:2107},"
5673,2095,"{Payroll:5673,Revenue:2095},"
5673,2095,"{Payroll:5673,Revenue:2095},"
12465,2093,"{Payroll:12465,Revenue:2093},"
12465,2093,"{Payroll:12465,Revenue:2093},"
11006,2092,"{Payroll:11006,Revenue:2092},"
11006,2092,"{Payroll:11006,Revenue:2092},"
8344,2085,"{Payroll:8344,Revenue:2085},"
8344,2085,"{Payroll:8344,Revenue:2085},"
5615,2083,"{Payroll:5615,Revenue:2083},"
12713,2078,"{Payroll:12713,Revenue:2078},"
12713,2078,"{Payroll:12713,Revenue:2078},"
17663,2070,"{Payroll:17663,Revenue:2070},"
15957,2066,"{Payroll:15957,Revenue:2066},"
7606,2059,"{Payroll:7606,Revenue:2059},"
9206,2058,"{Payroll:9206,Revenue:2058},"
12801,2056,"{Payroll:12801,Revenue:2056},"
12801,2056,"{Payroll:12801,Revenue:2056},"
12794,2053,"{Payroll:12794,Revenue:2053},"
12794,2053,"{Payroll:12794,Revenue:2053},"
67445,2043,"{Payroll:67445,Revenue:2043},"
37444,2032,"{Payroll:37444,Revenue:2032},"
3192,2026,"{Payroll:3192,Revenue:2026},"
3192,2026,"{Payroll:3192,Revenue:2026},"
12424,2025,"{Payroll:12424,Revenue:2025},"
12424,2025,"{Payroll:12424,Revenue:2025},"
12434,2020,"{Payroll:12434,Revenue:2020},"
12434,2020,"{Payroll:12434,Revenue:2020},"
9877,1997,"{Payroll:9877,Revenue:1997},"
9877,1997,"{Payroll:9877,Revenue:1997},"
9877,1997,"{Payroll:9877,Revenue:1997},"
9877,1997,"{Payroll:9877,Revenue:1997},"
6098,1988,"{Payroll:6098,Revenue:1988},"
6098,1988,"{Payroll:6098,Revenue:1988},"
6098,1988,"{Payroll:6098,Revenue:1988},"
6108,1984,"{Payroll:6108,Revenue:1984},"
6108,1984,"{Payroll:6108,Revenue:1984},"
15596,1984,"{Payroll:15596,Revenue:1984},"
15596,1984,"{Payroll:15596,Revenue:1984},"
15596,1984,"{Payroll:15596,Revenue:1984},"
15596,1984,"{Payroll:15596,Revenue:1984},"
11299,1983,"{Payroll:11299,Revenue:1983},"
11299,1983,"{Payroll:11299,Revenue:1983},"
6755,1977,"{Payroll:6755,Revenue:1977},"
6245,1976,"{Payroll:6245,Revenue:1976},"
6245,1976,"{Payroll:6245,Revenue:1976},"
3537,1974,"{Payroll:3537,Revenue:1974},"
3537,1974,"{Payroll:3537,Revenue:1974},"
3537,1974,"{Payroll:3537,Revenue:1974},"
3537,1974,"{Payroll:3537,Revenue:1974},"
3746,1972,"{Payroll:3746,Revenue:1972},"
24384,1972,"{Payroll:24384,Revenue:1972},"
24384,1972,"{Payroll:24384,Revenue:1972},"
6244,1954,"{Payroll:6244,Revenue:1954},"
6244,1954,"{Payroll:6244,Revenue:1954},"
10125,1953,"{Payroll:10125,Revenue:1953},"
8855,1941,"{Payroll:8855,Revenue:1941},"
5206,1939,"{Payroll:5206,Revenue:1939},"
5398,1935,"{Payroll:5398,Revenue:1935},"
9883,1929,"{Payroll:9883,Revenue:1929},"
4665,1924,"{Payroll:4665,Revenue:1924},"
4665,1924,"{Payroll:4665,Revenue:1924},"
12462,1919,"{Payroll:12462,Revenue:1919},"
12462,1919,"{Payroll:12462,Revenue:1919},"
6611,1912,"{Payroll:6611,Revenue:1912},"
27147,1909,"{Payroll:27147,Revenue:1909},"
4883,1901,"{Payroll:4883,Revenue:1901},"
9861,1893,"{Payroll:9861,Revenue:1893},"
10996,1892,"{Payroll:10996,Revenue:1892},"
10996,1892,"{Payroll:10996,Revenue:1892},"
31576,1892,"{Payroll:31576,Revenue:1892},"
31576,1892,"{Payroll:31576,Revenue:1892},"
14694,1886,"{Payroll:14694,Revenue:1886},"
14694,1886,"{Payroll:14694,Revenue:1886},"
79665,1886,"{Payroll:79665,Revenue:1886},"
9983,1878,"{Payroll:9983,Revenue:1878},"
9983,1878,"{Payroll:9983,Revenue:1878},"
16548,1863,"{Payroll:16548,Revenue:1863},"
6719,1861,"{Payroll:6719,Revenue:1861},"
9421,1858,"{Payroll:9421,Revenue:1858},"
52283,1854,"{Payroll:52283,Revenue:1854},"
10773,1842,"{Payroll:10773,Revenue:1842},"
19013,1841,"{Payroll:19013,Revenue:1841},"
19521,1839,"{Payroll:19521,Revenue:1839},"
13938,1838,"{Payroll:13938,Revenue:1838},"
5231,1833,"{Payroll:5231,Revenue:1833},"
10375,1831,"{Payroll:10375,Revenue:1831},"
10375,1831,"{Payroll:10375,Revenue:1831},"
10375,1831,"{Payroll:10375,Revenue:1831},"
10375,1831,"{Payroll:10375,Revenue:1831},"
27002,1827,"{Payroll:27002,Revenue:1827},"
23724,1818,"{Payroll:23724,Revenue:1818},"
23724,1818,"{Payroll:23724,Revenue:1818},"
12603,1815,"{Payroll:12603,Revenue:1815},"
12603,1815,"{Payroll:12603,Revenue:1815},"
18905,1815,"{Payroll:18905,Revenue:1815},"
18905,1815,"{Payroll:18905,Revenue:1815},"
10308,1804,"{Payroll:10308,Revenue:1804},"
10308,1804,"{Payroll:10308,Revenue:1804},"
10882,1802,"{Payroll:10882,Revenue:1802},"
10882,1802,"{Payroll:10882,Revenue:1802},"
7448,1801,"{Payroll:7448,Revenue:1801},"
37734,1791,"{Payroll:37734,Revenue:1791},"
5984,1790,"{Payroll:5984,Revenue:1790},"
5984,1790,"{Payroll:5984,Revenue:1790},"
38201,1789,"{Payroll:38201,Revenue:1789},"
38201,1789,"{Payroll:38201,Revenue:1789},"
38201,1789,"{Payroll:38201,Revenue:1789},"
38201,1789,"{Payroll:38201,Revenue:1789},"
3654,1782,"{Payroll:3654,Revenue:1782},"
9022,1780,"{Payroll:9022,Revenue:1780},"
46622,1778,"{Payroll:46622,Revenue:1778},"
9706,1776,"{Payroll:9706,Revenue:1776},"
16951,1767,"{Payroll:16951,Revenue:1767},"
6129,1761,"{Payroll:6129,Revenue:1761},"
6129,1761,"{Payroll:6129,Revenue:1761},"
7100,1761,"{Payroll:7100,Revenue:1761},"
7100,1761,"{Payroll:7100,Revenue:1761},"
7276,1757,"{Payroll:7276,Revenue:1757},"
12583,1754,"{Payroll:12583,Revenue:1754},"
12583,1754,"{Payroll:12583,Revenue:1754},"
4490,1749,"{Payroll:4490,Revenue:1749},"
4490,1749,"{Payroll:4490,Revenue:1749},"
4490,1749,"{Payroll:4490,Revenue:1749},"
4123,1747,"{Payroll:4123,Revenue:1747},"
7345,1744,"{Payroll:7345,Revenue:1744},"
9394,1731,"{Payroll:9394,Revenue:1731},"
9394,1731,"{Payroll:9394,Revenue:1731},"
5926,1729,"{Payroll:5926,Revenue:1729},"
5926,1729,"{Payroll:5926,Revenue:1729},"
7345,1728,"{Payroll:7345,Revenue:1728},"
7345,1728,"{Payroll:7345,Revenue:1728},"
50625,1718,"{Payroll:50625,Revenue:1718},"
44532,1711,"{Payroll:44532,Revenue:1711},"
44532,1711,"{Payroll:44532,Revenue:1711},"
3684,1700,"{Payroll:3684,Revenue:1700},"
3684,1700,"{Payroll:3684,Revenue:1700},"
3684,1700,"{Payroll:3684,Revenue:1700},"
9546,1694,"{Payroll:9546,Revenue:1694},"
9546,1694,"{Payroll:9546,Revenue:1694},"
5770,1692,"{Payroll:5770,Revenue:1692},"
5770,1692,"{Payroll:5770,Revenue:1692},"
51829,1690,"{Payroll:51829,Revenue:1690},"
11234,1687,"{Payroll:11234,Revenue:1687},"
11234,1687,"{Payroll:11234,Revenue:1687},"
11234,1687,"{Payroll:11234,Revenue:1687},"
23703,1679,"{Payroll:23703,Revenue:1679},"
13479,1675,"{Payroll:13479,Revenue:1675},"
13479,1675,"{Payroll:13479,Revenue:1675},"
5763,1672,"{Payroll:5763,Revenue:1672},"
14788,1671,"{Payroll:14788,Revenue:1671},"
14788,1671,"{Payroll:14788,Revenue:1671},"
3908,1662,"{Payroll:3908,Revenue:1662},"
18495,1661,"{Payroll:18495,Revenue:1661},"
23238,1658,"{Payroll:23238,Revenue:1658},"
6871,1655,"{Payroll:6871,Revenue:1655},"
6871,1655,"{Payroll:6871,Revenue:1655},"
24047,1645,"{Payroll:24047,Revenue:1645},"
24047,1645,"{Payroll:24047,Revenue:1645},"
7343,1641,"{Payroll:7343,Revenue:1641},"
7343,1641,"{Payroll:7343,Revenue:1641},"
7804,1637,"{Payroll:7804,Revenue:1637},"
8341,1628,"{Payroll:8341,Revenue:1628},"
8341,1628,"{Payroll:8341,Revenue:1628},"
8341,1628,"{Payroll:8341,Revenue:1628},"
11357,1626,"{Payroll:11357,Revenue:1626},"
9037,1618,"{Payroll:9037,Revenue:1618},"
7187,1612,"{Payroll:7187,Revenue:1612},"
58343,1612,"{Payroll:58343,Revenue:1612},"
7251,1609,"{Payroll:7251,Revenue:1609},"
14817,1609,"{Payroll:14817,Revenue:1609},"
39213,1609,"{Payroll:39213,Revenue:1609},"
39213,1609,"{Payroll:39213,Revenue:1609},"
7544,1608,"{Payroll:7544,Revenue:1608},"
7544,1608,"{Payroll:7544,Revenue:1608},"
3127,1602,"{Payroll:3127,Revenue:1602},"
13478,1600,"{Payroll:13478,Revenue:1600},"
13478,1600,"{Payroll:13478,Revenue:1600},"
4420,1594,"{Payroll:4420,Revenue:1594},"
4420,1594,"{Payroll:4420,Revenue:1594},"
4420,1594,"{Payroll:4420,Revenue:1594},"
5206,1594,"{Payroll:5206,Revenue:1594},"
5955,1588,"{Payroll:5955,Revenue:1588},"
